0;0;0;0;land;false;unknown;0
1;123;207;202;land;false;plains;1
2;201;238;170;land;false;plains;1
3;235;144;167;land;false;hills;1
4;254;249;238;land;false;plains;1
5;201;176;147;land;false;plains;1
6;239;157;146;land;false;plains;1
7;216;174;238;land;false;plains;1
8;202;107;218;land;false;plains;1
9;205;142;183;land;false;plains;1
10;161;104;237;land;false;plains;1
11;184;164;227;land;true;plains;1
12;137;254;151;land;false;plains;1
13;84;205;227;land;false;plains;1
14;136;179;221;land;false;plains;1
15;236;153;244;land;false;plains;1
16;238;211;190;land;false;hills;1
17;63;249;223;land;false;forest;1
18;244;205;123;land;false;urban;1
19;108;241;207;land;false;plains;1
20;222;104;180;land;false;plains;1
21;200;119;186;land;false;mountain;1
22;129;239;189;land;true;plains;1
23;227;152;164;land;false;plains;1
24;219;122;232;land;false;hills;1
25;123;136;251;land;false;plains;1
26;119;166;229;land;false;forest;1
27;65;215;243;land;false;plains;1
28;226;175;191;land;false;plains;1
29;183;224;140;land;false;plains;1
30;216;228;201;land;false;plains;1
31;161;208;200;land;false;plains;1
32;194;175;240;land;false;plains;1
33;220;204;243;land;false;plains;1
34;219;210;181;land;false;plains;1
35;176;231;244;land;false;plains;1
36;248;199;228;land;false;plains;1
37;184;180;214;land;false;plains;1
38;248;139;154;land;false;plains;1
39;222;247;32;land;false;plains;1
40;178;248;78;land;false;plains;1
41;90;244;200;land;true;plains;1
42;154;227;170;land;false;plains;1
43;252;190;115;land;false;desert;1
44;187;163;177;land;false;plains;1
45;173;218;164;land;false;hills;1
46;131;174;213;land;false;desert;1
47;224;197;230;land;false;desert;1
48;82;254;193;land;false;desert;1
49;204;170;145;land;false;plains;1
50;221;139;247;land;false;plains;1
51;68;201;237;land;false;urban;1
52;234;194;77;land;false;plains;1
53;203;246;128;land;false;plains;1
54;196;191;168;land;false;plains;1
55;188;132;191;land;false;plains;1
56;146;207;236;land;false;desert;1
57;198;106;199;land;false;plains;1
58;170;119;233;land;false;plains;1
59;151;204;179;land;false;desert;1
60;128;184;195;land;true;plains;1
61;216;205;197;land;false;plains;1
62;210;207;108;land;false;hills;1
63;150;194;172;land;false;plains;1
64;239;48;245;land;false;desert;1
65;135;225;142;land;false;plains;1
66;204;239;107;land;false;plains;1
67;159;197;171;land;false;plains;1
68;148;233;224;land;false;forest;1
69;252;66;207;land;false;plains;1
70;242;214;91;land;false;plains;1
71;193;203;193;land;false;desert;1
72;129;218;187;land;false;plains;1
73;212;245;203;land;false;hills;1
74;251;148;189;land;false;plains;1
75;215;181;192;land;false;plains;1
76;216;156;149;land;false;plains;1
77;207;90;223;land;false;plains;1
78;136;214;170;land;false;desert;1
79;251;145;224;land;false;plains;1
80;230;222;58;land;false;desert;1
81;198;221;151;land;false;plains;1
82;195;220;165;land;false;plains;1
83;112;252;222;land;false;plains;1
84;234;100;191;land;false;plains;1
85;133;219;175;land;false;desert;1
86;151;216;247;land;false;forest;1
87;206;149;214;land;false;plains;1
88;212;152;167;land;false;plains;1
89;143;219;203;land;false;plains;1
90;175;194;204;land;false;plains;1
91;163;182;220;land;false;plains;1
92;247;212;173;land;false;plains;1
93;221;192;247;land;false;plains;1
94;168;233;110;land;false;plains;1
95;209;223;231;land;false;plains;1
96;252;219;130;land;false;plains;1
97;195;88;244;land;false;plains;1
98;169;252;167;land;false;plains;1
99;125;218;160;land;true;plains;1
100;213;191;231;land;false;desert;1
101;35;240;234;land;false;plains;1
102;222;207;252;land;false;plains;1
103;191;201;251;land;true;forest;1
104;250;237;98;land;false;plains;1
105;157;247;99;land;false;plains;1
106;245;147;213;land;false;plains;1
107;251;245;253;land;false;plains;1
108;125;226;209;land;false;desert;1
109;239;249;151;land;false;desert;1
110;251;186;210;land;false;plains;1
111;123;232;187;land;false;desert;1
112;168;181;213;land;false;plains;1
113;192;141;199;land;false;plains;1
114;91;199;212;land;false;plains;1
115;164;226;180;land;false;hills;1
116;131;160;227;land;false;urban;1
117;169;178;245;land;false;forest;1
118;241;129;239;land;false;plains;1
119;161;194;240;land;false;plains;1
120;146;176;194;land;false;plains;1
121;144;228;149;land;false;plains;1
122;173;154;200;land;false;plains;1
123;205;141;233;land;false;plains;1
124;213;154;239;land;false;plains;1
125;114;171;225;land;false;urban;1
126;218;33;250;land;false;plains;1
127;239;116;158;land;false;forest;1
128;149;219;208;land;false;plains;1
129;212;234;134;land;false;plains;1
130;208;214;231;land;false;plains;1
131;84;188;235;land;false;plains;1
132;169;129;252;land;false;desert;1
133;111;230;245;land;false;plains;1
134;192;207;220;land;false;plains;1
135;232;116;214;land;false;plains;1
136;239;213;246;land;false;plains;1
137;161;253;241;land;false;hills;1
138;157;254;170;land;false;plains;1
139;176;212;183;land;false;plains;1
140;226;128;245;land;false;plains;1
141;118;196;200;land;false;plains;1
142;242;183;128;land;false;plains;1
143;248;124;173;land;false;urban;1
144;249;232;221;land;false;desert;1
145;161;233;236;land;true;plains;1
146;254;62;233;land;false;mountain;1
147;180;221;253;land;false;plains;1
148;192;110;240;land;false;plains;1
149;238;239;155;land;false;plains;1
150;251;99;159;land;false;plains;1
151;223;133;254;land;false;desert;1
152;235;209;169;land;false;plains;1
153;193;244;118;land;false;hills;1
154;131;195;222;land;false;plains;1
155;62;253;236;land;false;plains;1
156;241;212;56;land;false;plains;1
157;173;173;251;land;false;desert;1
158;251;112;142;land;false;plains;1
159;222;82;203;land;false;hills;1
160;253;251;236;land;false;plains;1
161;230;134;148;land;false;plains;1
162;49;217;243;land;false;plains;1
163;208;224;215;land;false;hills;1
164;215;45;250;land;false;plains;1
165;157;175;191;land;false;plains;1
166;80;210;219;land;false;urban;1
167;239;168;236;land;false;plains;1
168;190;144;238;land;false;hills;1
169;195;186;140;land;false;plains;1
170;247;243;21;land;false;plains;1
171;198;249;245;land;false;plains;1
172;191;237;116;land;false;plains;1
173;237;223;108;land;false;plains;1
174;154;195;231;land;false;plains;1
175;225;219;200;land;false;desert;1
176;129;140;252;land;true;plains;1
177;84;187;233;land;false;mountain;1
178;147;215;142;land;false;plains;1
179;242;142;122;land;false;plains;1
180;191;194;239;land;false;plains;1
181;110;237;253;land;false;plains;1
182;196;243;113;land;false;plains;1
183;230;166;106;land;false;desert;1
184;221;245;46;land;false;plains;1
185;239;234;87;land;false;plains;1
186;185;203;173;land;false;plains;1
187;237;130;170;land;false;plains;1
188;198;247;143;land;false;plains;1
189;240;191;233;land;false;plains;1
190;201;108;237;land;false;plains;1
191;160;207;245;land;false;plains;1
192;173;140;232;land;false;desert;1
193;210;222;145;land;false;plains;1
194;122;213;213;land;false;plains;1
195;81;194;235;land;false;plains;1
196;247;228;211;land;false;plains;1
197;152;180;221;land;false;plains;1
198;157;240;195;land;false;desert;1
199;100;244;207;land;false;plains;1
200;252;193;111;land;false;plains;1
201;25;247;230;land;false;plains;1
202;244;165;104;land;false;plains;1
203;250;177;245;land;false;plains;1
204;237;235;189;land;false;desert;1
205;188;247;242;land;false;plains;1
206;214;244;179;land;false;plains;1
207;225;211;144;land;false;desert;1
208;224;249;200;land;false;hills;1
209;211;111;240;land;false;desert;1
210;134;205;247;land;true;plains;1
211;253;227;103;land;false;plains;1
212;190;207;120;land;false;plains;1
213;170;220;167;land;false;plains;1
214;217;162;136;land;false;plains;1
215;209;201;106;land;false;plains;1
