1;arms_factory;3777.00;12.35;1941.00;0.99;0
1;arms_factory;3780.00;10.60;1980.00;3.66;0
1;arms_factory;3857.00;11.03;1988.00;0.04;0
1;arms_factory;3708.00;10.20;1979.00;2.70;0
1;arms_factory;3856.00;11.35;1974.00;5.72;0
1;arms_factory;3773.00;12.85;1931.00;0.64;0
1;industrial_complex;3691.00;9.93;1990.00;4.76;0
1;industrial_complex;3805.00;11.48;1908.00;2.61;0
1;industrial_complex;3659.00;12.00;1909.00;2.71;0
1;industrial_complex;3774.00;11.35;1956.00;0.55;0
1;industrial_complex;3625.00;10.85;1959.00;3.21;0
1;industrial_complex;3850.00;10.55;2002.00;4.77;0
1;air_base;3679.00;10.62;1959.00;1.16;0
1;supply_node;3759.00;10.53;1987.00;0.41;0
1;supply_node;3738.00;11.90;1952.00;1.89;0
1;supply_node;3834.00;11.03;1984.00;5.93;0
1;supply_node;3627.00;10.12;1985.00;1.13;0
1;supply_node;3773.00;12.48;1905.00;4.07;0
1;supply_node;3662.00;10.95;1958.00;0.72;0
1;supply_node;3798.00;11.40;1961.00;3.30;0
1;supply_node;3847.00;10.45;2000.00;6.24;0
1;supply_node;3787.00;10.00;2000.00;1.43;0
1;supply_node;3720.00;12.03;1943.00;5.47;0
1;supply_node;3661.00;12.20;1916.00;2.12;0
1;supply_node;3673.00;11.70;1938.00;3.61;0
1;supply_node;3653.00;10.30;1978.00;1.36;0
1;supply_node;3777.00;11.40;1951.00;2.84;0
1;supply_node;3756.00;11.45;1906.00;5.77;0
1;supply_node;3684.00;10.07;1978.00;3.54;0
1;supply_node;3788.00;12.85;1927.00;5.01;0
1;supply_node;3733.00;11.03;1989.00;1.67;0
1;supply_node;3696.00;11.62;1948.00;4.25;0
1;supply_node;3693.00;12.57;1921.00;0.90;0
1;supply_node;3850.00;11.40;1973.00;3.84;0
1;supply_node;3719.00;10.28;2002.00;0.14;0
1;supply_node;3701.00;10.03;1995.00;3.08;0
1;supply_node;3779.00;10.65;1979.00;4.56;0
1;supply_node;3625.00;10.85;1965.00;2.31;0
1;supply_node;3809.00;11.40;1943.00;5.25;0
1;supply_node;3815.00;11.10;1923.00;0.45;0
1;supply_node;3714.00;13.05;1918.00;4.49;0
1;supply_node;3640.00;10.80;1952.00;5.96;0
1;supply_node;3603.00;10.60;1981.00;2.61;0
1;supply_node;3831.00;11.48;1957.00;5.20;0
1;supply_node;3834.00;10.60;1916.00;1.85;0
1;supply_node;3764.00;12.60;1936.00;4.79;0
1;supply_node;3834.00;11.48;1936.00;1.09;0
1;supply_node;3589.00;10.05;1994.00;4.03;0
1;supply_node;3747.00;11.88;1926.00;5.50;0
1;supply_node;3869.00;10.53;1998.00;3.26;0
1;supply_node;3712.00;10.60;1973.00;6.20;0
1;supply_node;3678.00;10.65;1959.00;1.39;0
1;supply_node;3817.00;10.10;1997.00;5.43;0
1;supply_node;3740.00;10.30;2003.00;0.63;0
1;supply_node;3761.00;10.18;2001.00;3.57;0
1;supply_node;3669.00;9.90;1988.00;1.33;0
1;supply_node;3797.00;10.55;1986.00;2.80;0
1;supply_node;3815.00;11.57;1975.00;5.74;0
1;supply_node;3744.00;11.75;1971.00;2.04;0
1;supply_node;3763.00;11.40;1965.00;4.98;0
1;supply_node;3654.00;11.55;1940.00;1.63;0
1;supply_node;3730.00;12.53;1914.00;4.21;0
1;supply_node;3680.00;12.10;1911.00;0.87;0
1;supply_node;3802.00;11.88;1909.00;2.34;0
1;naval_base;3650.00;9.90;1992.00;-3.00;11701
1;naval_base;3799.00;9.85;2005.00;-3.52;11787
1;naval_base;3877.00;9.90;2006.00;-3.14;11682
1;naval_base;3853.00;9.95;2013.00;-3.31;11682
1;naval_base;3680.00;9.85;1993.00;-3.08;11787
1;naval_base;3699.00;9.82;2004.00;-2.62;11787
1;naval_base;3741.00;9.93;2009.00;-3.14;11787
1;naval_base;3672.00;9.85;1993.00;-3.52;11787
1;naval_base;3611.00;9.88;1997.00;-2.92;11701
1;naval_base;3712.00;9.90;2010.00;-3.14;11787
1;naval_base;3590.00;9.85;2004.00;-3.04;11701
1;naval_base;3825.00;9.90;2007.00;-3.25;11787
1;naval_base;3762.00;9.85;2007.00;-3.14;11787
1;naval_base;3610.00;9.85;1998.00;-3.30;11701
1;bunker;3723.00;12.43;1934.00;4.19;0
1;bunker;3658.00;11.73;1936.00;0.92;0
1;bunker;3852.00;11.25;1983.00;3.59;0
1;bunker;3760.00;10.30;1995.00;6.25;0
1;bunker;3873.00;10.82;1990.00;2.64;0
1;bunker;3802.00;11.85;1932.00;5.65;0
1;bunker;3693.00;12.30;1928.00;2.04;0
1;bunker;3827.00;11.55;1942.00;4.70;0
1;bunker;3832.00;11.15;1980.00;2.54;0
1;bunker;3711.00;10.50;1976.00;4.10;0
1;bunker;3778.00;13.48;1910.00;0.48;0
1;bunker;3695.00;10.88;1961.00;3.15;0
1;bunker;3820.00;10.00;2003.00;6.16;0
1;bunker;3783.00;11.05;1966.00;1.09;0
1;bunker;3829.00;11.80;1964.00;5.21;0
1;bunker;3764.00;10.65;1976.00;1.59;0
1;bunker;3817.00;11.50;1951.00;3.15;0
1;bunker;3817.00;11.73;1970.00;0.99;0
1;bunker;3856.00;10.25;2006.00;3.66;0
1;bunker;3740.00;12.00;1966.00;0.04;0
1;bunker;3613.00;10.55;1979.00;1.60;0
1;bunker;3668.00;11.05;1956.00;5.72;0
